unicode,char,ver,frequence
U+6728,木,1.1,69895
U+672A,未,1.1,419387
U+672B,末,1.1,72920
U+672C,本,1.1,558906
U+672D,札,1.1,1392
U+672E,朮,1.1,161
U+672F,术,1.1,95
U+6731,朱,1.1,11438
U+6733,朳,1.1,9
U+6734,朴,1.1,2314
U+6735,朵,1.1,2591
U+6736,朶,1.1,106
U+6737,朷,1.1,3
U+6738,朸,1.1,4
U+6739,朹,1.1,1
U+673A,机,1.1,1121
U+673B,朻,1.1,2
U+673C,朼,1.1,23
U+673D,朽,1.1,5804
U+673E,朾,1.1,98
U+673F,朿,1.1,480
U+6740,杀,1.1,1
U+6742,杂,1.1,6
U+6743,权,1.1,10
U+6744,杄,1.1,1
U+6745,杅,1.1,235
U+6746,杆,1.1,314
U+6747,杇,1.1,322
U+6748,杈,1.1,333
U+6749,杉,1.1,1221
U+674B,杋,1.1,15
U+674C,杌,1.1,1196
U+674D,杍,1.1,5
U+674E,李,1.1,25465
U+674F,杏,1.1,1377
U+6750,材,1.1,4950
U+6751,村,1.1,19053
U+6752,杒,1.1,91
U+6753,杓,1.1,2889
U+6754,杔,1.1,9
U+6755,杕,1.1,5
U+6756,杖,1.1,58630
U+6757,杗,1.1,12
U+6758,杘,1.1,2
U+6759,杙,1.1,735
U+675A,杚,1.1,20
U+675B,杛,1.1,7
U+675C,杜,1.1,10429
U+675D,杝,1.1,23
U+675E,杞,1.1,433
U+675F,束,1.1,8661
U+6760,杠,1.1,58
U+6761,条,1.1,250
U+6764,杤,1.1,2
U+6765,来,1.1,1738
U+6766,杦,1.1,1
U+6767,杧,1.1,18
U+676A,杪,1.1,686
U+676C,杬,1.1,19
U+676D,杭,1.1,9705
U+676E,杮,1.1,4
U+676F,杯,1.1,2622
U+6770,杰,1.1,127
U+6771,東,1.1,112270
U+6772,杲,1.1,5766
U+6773,杳,1.1,2753
U+6774,杴,1.1,56
U+6775,杵,1.1,5035
U+6776,杶,1.1,1
U+6777,杷,1.1,423
U+6778,杸,1.1,11
U+677A,杺,1.1,3
U+677B,杻,1.1,771
U+677C,杼,1.1,446
U+677D,杽,1.1,5
U+677E,松,1.1,26295
U+677F,板,1.1,11524
U+6780,枀,1.1,1
U+6781,极,1.1,7
U+6783,枃,1.1,7
U+6784,构,1.1,43
U+6785,枅,1.1,85
U+6786,枆,1.1,16
U+6787,枇,1.1,200
U+6788,枈,1.1,2
U+6789,枉,1.1,5064
U+678A,枊,1.1,28
U+678B,枋,1.1,168
U+678C,枌,1.1,52
U+678E,枎,1.1,38
U+6790,析,1.1,9724
U+6791,枑,1.1,46
U+6792,枒,1.1,37
U+6793,枓,1.1,49
U+6794,枔,1.1,1
U+6795,枕,1.1,6039
U+6797,林,1.1,110116
U+6798,枘,1.1,81
U+6799,枙,1.1,234
U+679A,枚,1.1,2628
U+679B,枛,1.1,19
U+679C,果,1.1,363601
U+679D,枝,1.1,28283
U+679F,枟,1.1,2
U+67A1,枡,1.1,30
U+67AC,枬,1.1,8
U+67AE,枮,1.1,171
U+67AF,枯,1.1,16477
U+67B0,枰,1.1,211
U+67B1,枱,1.1,7
U+67B2,枲,1.1,547
U+67B3,枳,1.1,4323
U+67B4,枴,1.1,10
U+67B5,枵,1.1,137
U+67B6,架,1.1,3313
U+67B7,枷,1.1,2741
U+67B8,枸,1.1,203
U+67B9,枹,1.1,91
U+67BA,枺,1.1,5
U+67BB,枻,1.1,76
U+67BC,枼,1.1,43
U+67BD,枽,1.1,1
U+67BF,枿,1.1,127
U+67C0,柀,1.1,20
U+67C1,柁,1.1,1400
U+67C2,柂,1.1,238
U+67C3,柃,1.1,1
U+67C4,柄,1.1,3818
U+67C5,柅,1.1,127
U+67C6,柆,1.1,21
U+67C7,柇,1.1,1
U+67C8,柈,1.1,213
U+67CD,柍,1.1,2
U+67CE,柎,1.1,89
U+67CF,柏,1.1,5490
U+67D0,某,1.1,64958
U+67D1,柑,1.1,225
U+67D2,柒,1.1,803
U+67D3,染,1.1,116973
U+67D4,柔,1.1,15103
U+67D5,柕,1.1,9
U+67D6,柖,1.1,19
U+67D8,柘,1.1,975
U+67D9,柙,1.1,50
U+67DA,柚,1.1,125
U+67DB,柛,1.1,1
U+67DC,柜,1.1,24
U+67DD,柝,1.1,428
U+67DE,柞,1.1,96
U+67DF,柟,1.1,76
U+67E2,柢,1.1,247
U+67E3,柣,1.1,23
U+67E4,柤,1.1,67
U+67E5,查,1.1,2584
U+67E6,柦,1.1,9
U+67E7,柧,1.1,60
U+67E9,柩,1.1,405
U+67EB,柫,1.1,13
U+67EC,柬,1.1,496
U+67ED,柭,1.1,13
U+67EE,柮,1.1,268
U+67EF,柯,1.1,2567
U+67F0,柰,1.1,4811
U+67F1,柱,1.1,15588
U+67F2,柲,1.1,32
U+67F3,柳,1.1,8298
U+67F4,柴,1.1,6185
U+67F5,柵,1.1,564
U+67F6,柶,1.1,5
U+67F7,柷,1.1,51
U+67F8,柸,1.1,64
U+67F9,柹,1.1,75
U+67FA,柺,1.1,53
U+67FB,査,1.1,32
U+67FE,柾,1.1,1
U+67FF,柿,1.1,316
U+6801,栁,1.1,112
U+6802,栂,1.1,78
U+6804,栄,1.1,4
U+680D,栍,1.1,13
U+6812,栒,1.1,17
U+6813,栓,1.1,136
U+6814,栔,1.1,2
U+6816,栖,1.1,3367
U+6817,栗,1.1,4748
U+6818,栘,1.1,32
U+6819,栙,1.1,1
U+681C,栜,1.1,9
U+681D,栝,1.1,249
U+681E,栞,1.1,10
U+681F,栟,1.1,44
U+6820,栠,1.1,2
U+6821,校,1.1,33487
U+6822,栢,1.1,2746
U+6825,栥,1.1,5
U+6826,栦,1.1,10
U+6827,栧,1.1,10
U+6829,栩,1.1,193
U+682A,株,1.1,3469
U+682B,栫,1.1,4
U+682D,栭,1.1,19
U+682E,栮,1.1,2
U+682F,栯,1.1,76
U+6830,栰,1.1,517
U+6831,栱,1.1,190
U+6832,栲,1.1,283
U+6833,栳,1.1,167
U+6834,栴,1.1,8274
U+6835,栵,1.1,2
U+6837,样,1.1,6
U+6838,核,1.1,1600
U+6839,根,1.1,350371
U+683A,栺,1.1,9
U+683B,栻,1.1,68
U+683C,格,1.1,13379
U+683D,栽,1.1,3935
U+683E,栾,1.1,2
U+683F,栿,1.1,94
U+6840,桀,1.1,811
U+6841,桁,1.1,239
U+6842,桂,1.1,5127
U+6843,桃,1.1,8509
U+6844,桄,1.1,288
U+6845,桅,1.1,53
U+6846,框,1.1,68
U+6848,案,1.1,21951
U+6849,桉,1.1,333
U+684A,桊,1.1,19
U+684B,桋,1.1,2
U+684C,桌,1.1,922
U+684D,桍,1.1,2
U+684E,桎,1.1,698
U+6850,桐,1.1,2732
U+6851,桑,1.1,5346
U+6852,桒,1.1,325
U+6853,桓,1.1,7741
U+6854,桔,1.1,131
U+6855,桕,1.1,6
U+6857,桗,1.1,21
U+6858,桘,1.1,1
U+6859,桙,1.1,16
U+685A,桚,1.1,79
U+685B,桛,1.1,9
U+685D,桝,1.1,16
U+686B,桫,1.1,58
U+686D,桭,1.1,7
U+686E,桮,1.1,111
U+686F,桯,1.1,23
U+6870,桰,1.1,1
U+6871,桱,1.1,4
U+6872,桲,1.1,5
U+6874,桴,1.1,467
U+6875,桵,1.1,25
U+6876,桶,1.1,3128
U+6877,桷,1.1,358
U+6878,桸,1.1,23
U+6879,桹,1.1,14
U+687A,桺,1.1,61
U+687B,桻,1.1,5
U+687C,桼,1.1,85
U+687E,桾,1.1,23
U+687F,桿,1.1,71
U+6880,梀,1.1,46
U+6881,梁,1.1,26510
U+6882,梂,1.1,5
U+6883,梃,1.1,69
U+6885,梅,1.1,14084
U+6886,梆,1.1,364
U+6887,梇,1.1,4
U+6888,梈,1.1,2
U+688B,梋,1.1,10
U+688C,梌,1.1,6
U+688F,梏,1.1,662
U+6890,梐,1.1,194
U+6892,梒,1.1,3
U+6893,梓,1.1,2880
U+6894,梔,1.1,71
U+6895,梕,1.1,2
U+6896,梖,1.1,4
U+6897,梗,1.1,1289
U+6898,梘,1.1,5
U+6899,梙,1.1,24
U+689A,梚,1.1,8
U+689B,梛,1.1,13
U+689C,梜,1.1,7
U+689D,條,1.1,25144
U+689F,梟,1.1,1353
U+68A0,梠,1.1,174
U+68A1,梡,1.1,40
U+68A2,梢,1.1,1525
U+68A5,梥,1.1,1
U+68A6,梦,1.1,15
U+68A7,梧,1.1,1448
U+68A8,梨,1.1,28844
U+68A9,梩,1.1,23
U+68AA,梪,1.1,30
U+68AB,梫,1.1,6
U+68AC,梬,1.1,2
U+68AD,梭,1.1,806
U+68AE,梮,1.1,2
U+68AF,梯,1.1,3810
U+68B0,械,1.1,1420
U+68B1,梱,1.1,111
U+68B2,梲,1.1,44
U+68B3,梳,1.1,830
U+68B4,梴,1.1,31
U+68B5,梵,1.1,129863
U+68B6,梶,1.1,22
U+68B8,梸,1.1,2
U+68B9,梹,1.1,15
U+68C3,棃,1.1,1995
U+68C4,棄,1.1,36813
U+68C6,棆,1.1,9
U+68C7,棇,1.1,18
U+68C8,棈,1.1,2
U+68C9,棉,1.1,183
U+68CA,棊,1.1,582
U+68CB,棋,1.1,643
U+68CC,棌,1.1,6
U+68CD,棍,1.1,350
U+68CE,棎,1.1,7
U+68CF,棏,1.1,33
U+68D0,棐,1.1,51
U+68D1,棑,1.1,51
U+68D2,棒,1.1,26530
U+68D3,棓,1.1,233
U+68D4,棔,1.1,6
U+68D5,棕,1.1,270
U+68D6,棖,1.1,270
U+68D7,棗,1.1,1982
U+68D8,棘,1.1,5888
U+68D9,棙,1.1,483
U+68DA,棚,1.1,780
U+68DD,棝,1.1,3
U+68DF,棟,1.1,2819
U+68E0,棠,1.1,852
U+68E1,棡,1.1,4
U+68E3,棣,1.1,147
U+68E4,棤,1.1,8
U+68E5,棥,1.1,4
U+68E7,棧,1.1,476
U+68E8,棨,1.1,35
U+68E9,棩,1.1,3
U+68EA,棪,1.1,5
U+68EB,棫,1.1,33
U+68EC,棬,1.1,110
U+68ED,棭,1.1,32
U+68EE,森,1.1,7844
U+68EF,棯,1.1,5
U+68F0,棰,1.1,88
U+68F1,棱,1.1,549
U+68F2,棲,1.1,12394
U+68F3,棳,1.1,13
U+68F5,棵,1.1,127
U+68F6,棶,1.1,1
U+68F7,棷,1.1,11
U+68F8,棸,1.1,3
U+68F9,棹,1.1,2163
U+68FA,棺,1.1,3828
U+68FB,棻,1.1,24
U+68FC,棼,1.1,115
U+68FD,棽,1.1,3
U+6900,椀,1.1,1732
U+6901,椁,1.1,25
U+6902,椂,1.1,10
U+6903,椃,1.1,13
U+6904,椄,1.1,52
U+6905,椅,1.1,798
U+6906,椆,1.1,8
U+6907,椇,1.1,10
U+6909,椉,1.1,157
U+690A,椊,1.1,15
U+690B,椋,1.1,11
U+690D,植,1.1,10097
U+690E,椎,1.1,6531
U+690F,椏,1.1,26
U+6910,椐,1.1,18
U+6911,椑,1.1,248
U+6912,椒,1.1,954
U+6913,椓,1.1,38
U+6914,椔,1.1,32
U+6917,椗,1.1,4
U+6918,椘,1.1,62
U+6919,椙,1.1,6
U+691A,椚,1.1,7
U+6925,椥,1.1,7
U+6927,椧,1.1,1
U+692F,椯,1.1,20
U+6930,椰,1.1,340
U+6931,椱,1.1,7
U+6933,椳,1.1,26
U+6935,椵,1.1,9
U+6936,椶,1.1,253
U+6937,椷,1.1,76
U+6938,椸,1.1,88
U+6939,椹,1.1,217
U+693A,椺,1.1,2
U+693B,椻,1.1,6
U+693D,椽,1.1,2195
U+693E,椾,1.1,4
U+693F,椿,1.1,1154
U+6940,楀,1.1,3
U+6941,楁,1.1,1
U+6942,楂,1.1,84
U+6943,楃,1.1,2
U+6944,楄,1.1,23
U+6945,楅,1.1,5
U+6947,楇,1.1,5
U+6948,楈,1.1,2
U+6949,楉,1.1,2
U+694A,楊,1.1,19818
U+694B,楋,1.1,7
U+694E,楎,1.1,4
U+6951,楑,1.1,5
U+6952,楒,1.1,7
U+6953,楓,1.1,1145
U+6954,楔,1.1,1879
U+6955,楕,1.1,3
U+6956,楖,1.1,788
U+6957,楗,1.1,760
U+6959,楙,1.1,37
U+695A,楚,1.1,13687
U+695B,楛,1.1,35
U+695C,楜,1.1,9
U+695D,楝,1.1,188
U+695E,楞,1.1,27818
U+695F,楟,1.1,18
U+6960,楠,1.1,233
U+6962,楢,1.1,29
U+6963,楣,1.1,204
U+6965,楥,1.1,18
U+6966,楦,1.1,15
U+6967,楧,1.1,1
U+6968,楨,1.1,298
U+6969,楩,1.1,129
U+696A,楪,1.1,176
U+696B,楫,1.1,774
U+696C,楬,1.1,33
U+696D,業,1.1,315060
U+696E,楮,1.1,743
U+696F,楯,1.1,2084
U+6972,楲,1.1,1
U+6973,楳,1.1,16
U+6974,楴,1.1,28
U+6975,極,1.1,117321
U+6976,楶,1.1,18
U+6977,楷,1.1,2365
U+6978,楸,1.1,119
U+6979,楹,1.1,2385
U+697A,楺,1.1,26
U+697C,楼,1.1,16
U+697D,楽,1.1,9
U+697E,楾,1.1,1
U+6982,概,1.1,5118
U+6985,榅,1.1,35
U+6986,榆,1.1,865
U+698A,榊,1.1,5
U+698D,榍,1.1,174
U+698E,榎,1.1,5
U+698F,榏,1.1,4
U+6990,榐,1.1,5
U+6991,榑,1.1,106
U+6992,榒,1.1,11
U+6993,榓,1.1,74
U+6994,榔,1.1,215
U+6995,榕,1.1,224
U+6996,榖,1.1,194
U+6997,榗,1.1,8
U+6998,榘,1.1,56
U+6999,榙,1.1,1
U+699B,榛,1.1,869
U+699C,榜,1.1,2987
U+699E,榞,1.1,1
U+699F,榟,1.1,15
U+69A0,榠,1.1,8
U+69A1,榡,1.1,2
U+69A2,榢,1.1,3
U+69A3,榣,1.1,5
U+69A4,榤,1.1,23
U+69A5,榥,1.1,1
U+69A6,榦,1.1,373
U+69A7,榧,1.1,16
U+69A8,榨,1.1,64
U+69AA,榪,1.1,1
U+69AB,榫,1.1,1
U+69AC,榬,1.1,2
U+69AD,榭,1.1,425
U+69AE,榮,1.1,14122
U+69B0,榰,1.1,122
U+69B1,榱,1.1,196
U+69B2,榲,1.1,8
U+69B4,榴,1.1,642
U+69B5,榵,1.1,14
U+69B6,榶,1.1,3
U+69B7,榷,1.1,173
U+69B8,榸,1.1,145
U+69B9,榹,1.1,12
U+69BA,榺,1.1,11
U+69BB,榻,1.1,3173
U+69BC,榼,1.1,155
U+69BE,榾,1.1,294
U+69BF,榿,1.1,4
U+69C0,槀,1.1,198
U+69C1,槁,1.1,1209
U+69C3,槃,1.1,157090
U+69C4,槄,1.1,8
U+69C5,槅,1.1,76
U+69C8,槈,1.1,11
U+69C9,槉,1.1,11
U+69CA,槊,1.1,454
U+69CB,構,1.1,4054
U+69CC,槌,1.1,4548
U+69CD,槍,1.1,1192
U+69CE,槎,1.1,642
U+69D0,槐,1.1,1125
U+69D1,槑,1.1,1
U+69D2,槒,1.1,4
U+69D3,槓,1.1,6
U+69D4,槔,1.1,32
U+69D6,槖,1.1,336
U+69D7,槗,1.1,103
U+69D9,槙,1.1,15
U+69E1,槡,1.1,4
U+69E2,槢,1.1,7
U+69E4,槤,1.1,16
U+69E5,槥,1.1,13
U+69E6,槦,1.1,5
U+69E7,槧,1.1,108
U+69E8,槨,1.1,498
U+69E9,槩,1.1,2125
U+69EA,槪,1.1,3
U+69EB,槫,1.1,20
U+69ED,槭,1.1,17
U+69EE,槮,1.1,26
U+69EF,槯,1.1,11
U+69F1,槱,1.1,44
U+69F2,槲,1.1,66
U+69F3,槳,1.1,77
U+69F4,槴,1.1,4
U+69F5,槵,1.1,318
U+69F6,槶,1.1,1
U+69F7,槷,1.1,7
U+69F9,槹,1.1,37
U+69FA,槺,1.1,3
U+69FB,槻,1.1,19
U+69FD,槽,1.1,668
U+69FE,槾,1.1,28
U+69FF,槿,1.1,98
U+6A00,樀,1.1,20
U+6A01,樁,1.1,1194
U+6A02,樂,1.1,297812
U+6A05,樅,1.1,138
U+6A06,樆,1.1,12
U+6A08,樈,1.1,1
U+6A09,樉,1.1,4
U+6A0A,樊,1.1,1248
U+6A0B,樋,1.1,5
U+6A0C,樌,1.1,3
U+6A0D,樍,1.1,2
U+6A0E,樎,1.1,8
U+6A0F,樏,1.1,24
U+6A10,樐,1.1,25
U+6A11,樑,1.1,607
U+6A12,樒,1.1,63
U+6A13,樓,1.1,36444
U+6A14,樔,1.1,146
U+6A15,樕,1.1,9
U+6A17,樗,1.1,453
U+6A18,樘,1.1,56
U+6A19,標,1.1,67615
U+6A1A,樚,1.1,21
U+6A1B,樛,1.1,56
U+6A1C,樜,1.1,4
U+6A1D,樝,1.1,161
U+6A1E,樞,1.1,4845
U+6A1F,樟,1.1,157
U+6A20,樠,1.1,19
U+6A21,模,1.1,5415
U+6A22,樢,1.1,7
U+6A23,樣,1.1,23490
U+6A24,樤,1.1,18
U+6A27,樧,1.1,12
U+6A28,樨,1.1,175
U+6A2B,樫,1.1,5
U+6A2C,樬,1.1,11
U+6A2D,樭,1.1,1
U+6A33,樳,1.1,1
U+6A34,樴,1.1,44
U+6A35,樵,1.1,3119
U+6A37,樷,1.1,124
U+6A38,樸,1.1,1571
U+6A39,樹,1.1,107729
U+6A3A,樺,1.1,413
U+6A3B,樻,1.1,53
U+6A3C,樼,1.1,2
U+6A3D,樽,1.1,371
U+6A3E,樾,1.1,206
U+6A3F,樿,1.1,13
U+6A40,橀,1.1,1
U+6A43,橃,1.1,64
U+6A44,橄,1.1,67
U+6A45,橅,1.1,5
U+6A46,橆,1.1,1
U+6A47,橇,1.1,17
U+6A48,橈,1.1,850
U+6A49,橉,1.1,1
U+6A4A,橊,1.1,17
U+6A4B,橋,1.1,12371
U+6A4E,橎,1.1,5
U+6A4F,橏,1.1,1
U+6A50,橐,1.1,565
U+6A51,橑,1.1,62
U+6A52,橒,1.1,20
U+6A54,橔,1.1,5
U+6A55,橕,1.1,37
U+6A56,橖,1.1,70
U+6A58,橘,1.1,843
U+6A59,橙,1.1,584
U+6A5A,橚,1.1,9
U+6A5B,橛,1.1,5198
U+6A5C,橜,1.1,95
U+6A5D,橝,1.1,85
U+6A5E,橞,1.1,2
U+6A5F,機,1.1,99973
U+6A60,橠,1.1,13
U+6A61,橡,1.1,190
U+6A62,橢,1.1,10
U+6A64,橤,1.1,6
U+6A66,橦,1.1,67
U+6A67,橧,1.1,30
U+6A68,橨,1.1,1
U+6A6A,橪,1.1,9
U+6A6B,橫,1.1,40493
U+6A6D,橭,1.1,3
U+6A6F,橯,1.1,11
U+6A70,橰,1.1,29
U+6A71,橱,1.1,5
U+6A75,橵,1.1,2
U+6A76,橶,1.1,1
U+6A7A,橺,1.1,6
U+6A7B,橻,1.1,4
U+6A7D,橽,1.1,9
U+6A7E,橾,1.1,56
U+6A7F,橿,1.1,105
U+6A80,檀,1.1,41913
U+6A81,檁,1.1,7
U+6A82,檂,1.1,1
U+6A83,檃,1.1,14
U+6A84,檄,1.1,542
U+6A85,檅,1.1,1
U+6A87,檇,1.1,369
U+6A88,檈,1.1,16
U+6A89,檉,1.1,132
U+6A8A,檊,1.1,35
U+6A8B,檋,1.1,1
U+6A8D,檍,1.1,5
U+6A8E,檎,1.1,108
U+6A8F,檏,1.1,43
U+6A90,檐,1.1,1469
U+6A91,檑,1.1,8
U+6A92,檒,1.1,2
U+6A94,檔,1.1,178
U+6A95,檕,1.1,8
U+6A96,檖,1.1,12
U+6A97,檗,1.1,9239
U+6A98,檘,1.1,9
U+6A9A,檚,1.1,1
U+6A9B,檛,1.1,120
U+6A9C,檜,1.1,727
U+6A9D,檝,1.1,328
U+6A9E,檞,1.1,10
U+6A9F,檟,1.1,44
U+6AA0,檠,1.1,110
U+6AA1,檡,1.1,31
U+6AA2,檢,1.1,9199
U+6AA3,檣,1.1,179
U+6AA5,檥,1.1,14
U+6AA6,檦,1.1,13
U+6AA8,檨,1.1,12
U+6AAB,檫,1.1,1
U+6AAC,檬,1.1,7
U+6AAE,檮,1.1,137
U+6AAF,檯,1.1,21
U+6AB2,檲,1.1,1
U+6AB3,檳,1.1,202
U+6AB4,檴,1.1,9
U+6AB7,檷,1.1,10
U+6AB8,檸,1.1,2
U+6ABB,檻,1.1,1480
U+6ABC,檼,1.1,17
U+6ABD,檽,1.1,21
U+6ABE,檾,1.1,13
U+6ABF,檿,1.1,2
U+6AC1,櫁,1.1,90
U+6AC2,櫂,1.1,347
U+6AC3,櫃,1.1,406
U+6AC5,櫅,1.1,2
U+6AC6,櫆,1.1,10
U+6AC8,櫈,1.1,5
U+6AC9,櫉,1.1,2
U+6ACC,櫌,1.1,39
U+6ACD,櫍,1.1,5
U+6ACE,櫎,1.1,5
U+6AD0,櫐,1.1,3
U+6AD1,櫑,1.1,14
U+6AD3,櫓,1.1,838
U+6AD4,櫔,1.1,6
U+6AD6,櫖,1.1,11
U+6ADA,櫚,1.1,262
U+6ADB,櫛,1.1,279
U+6ADC,櫜,1.1,26
U+6ADD,櫝,1.1,135
U+6ADE,櫞,1.1,29
U+6ADF,櫟,1.1,142
U+6AE1,櫡,1.1,15
U+6AE2,櫢,1.1,9
U+6AE5,櫥,1.1,13
U+6AE7,櫧,1.1,3
U+6AE8,櫨,1.1,278
U+6AE9,櫩,1.1,95
U+6AEA,櫪,1.1,145
U+6AEB,櫫,1.1,16
U+6AEC,櫬,1.1,144
U+6AEE,櫮,1.1,1
U+6AF0,櫰,1.1,13
U+6AF1,櫱,1.1,83
U+6AF2,櫲,1.1,4
U+6AF3,櫳,1.1,127
U+6AF6,櫶,1.1,3
U+6AF8,櫸,1.1,4
U+6AF9,櫹,1.1,4
U+6AFA,櫺,1.1,460
U+6AFB,櫻,1.1,175
U+6AFC,櫼,1.1,40
U+6AFD,櫽,1.1,23
U+6AFE,櫾,1.1,3
U+6B00,欀,1.1,94
U+6B02,欂,1.1,38
U+6B03,欃,1.1,50
U+6B04,欄,1.1,4736
U+6B07,欇,1.1,27
U+6B08,欈,1.1,19
U+6B0A,權,1.1,54204
U+6B0B,欋,1.1,5
U+6B0E,欎,1.1,2
U+6B0F,欏,1.1,112
U+6B10,欐,1.1,12
U+6B11,欑,1.1,30
U+6B12,欒,1.1,525
U+6B13,欓,1.1,37
U+6B14,欔,1.1,9
U+6B15,欕,1.1,1
U+6B16,欖,1.1,103
U+6B17,欗,1.1,6
U+6B1A,欚,1.1,1
U+6B1B,欛,1.1,31
U+6B1D,欝,1.1,4442
U+6B1E,欞,1.1,43
U+6B1F,欟,1.1,1
U+6B20,欠,1.1,6485
U+6B21,次,1.1,334855
U+6B23,欣,1.1,16217
U+6B24,欤,1.1,1218
U+6B25,欥,1.1,11
U+6B28,欨,1.1,4
U+6B2A,欪,1.1,2
U+6B2C,欬,1.1,1121
U+6B2D,欭,1.1,2
U+6B2F,欯,1.1,9
U+6B31,欱,1.1,92
U+6B32,欲,1.1,394455
U+6B33,欳,1.1,1
U+6B35,欵,1.1,1506
U+6B36,欶,1.1,155
U+6B37,欷,1.1,311
U+6B38,欸,1.1,44
U+6B39,欹,1.1,576
U+6B3A,欺,1.1,12010
U+6B3B,欻,1.1,951
U+6B3C,欼,1.1,1
U+6B3D,欽,1.1,10700
U+6B3E,款,1.1,1710
U+6B3F,欿,1.1,34
U+6B40,歀,1.1,6
U+6B41,歁,1.1,1
U+6B42,歂,1.1,12
U+6B43,歃,1.1,114
U+6B45,歅,1.1,12
U+6B46,歆,1.1,492
U+6B47,歇,1.1,8875
U+6B48,歈,1.1,18
U+6B49,歉,1.1,478
U+6B4A,歊,1.1,130
U+6B4B,歋,1.1,4
U+6B4C,歌,1.1,22579
U+6B4D,歍,1.1,27
U+6B4E,歎,1.1,58137
U+6B50,歐,1.1,2686
U+6B51,歑,1.1,3
U+6B52,歒,1.1,320
U+6B53,歓,1.1,29
U+6B54,歔,1.1,323
U+6B55,歕,1.1,42
U+6B56,歖,1.1,3
U+6B57,歗,1.1,32
U+6B58,歘,1.1,507
U+6B59,歙,1.1,361
U+6B5B,歛,1.1,4641
U+6B5C,歜,1.1,9
U+6B5D,歝,1.1,10
U+6B5F,歟,1.1,8909
U+6B60,歠,1.1,143
U+6B61,歡,1.1,61897
U+6B62,止,1.1,140979
U+6B63,正,1.1,568116
U+6B64,此,1.1,1593270
U+6B65,步,1.1,41200
U+6B66,武,1.1,30072
U+6B67,歧,1.1,1329
U+6B69,歩,1.1,37
U+6B6A,歪,1.1,282
U+6B6B,歫,1.1,27
U+6B6C,歬,1.1,343
U+6B6D,歭,1.1,31
U+6B70,歰,1.1,152
U+6B71,歱,1.1,17
U+6B72,歲,1.1,61546
U+6B73,歳,1.1,27
U+6B74,歴,1.1,210
U+6B77,歷,1.1,42776
U+6B78,歸,1.1,161835
U+6B79,歹,1.1,224
U+6B7A,歺,1.1,58
U+6B7B,死,1.1,222867
U+6B7E,歾,1.1,23
U+6B7F,歿,1.1,3150
U+6B80,殀,1.1,131
U+6B82,殂,1.1,594
U+6B83,殃,1.1,5788
U+6B84,殄,1.1,1525
U+6B85,殅,1.1,14
U+6B86,殆,1.1,4447
U+6B88,殈,1.1,4
U+6B89,殉,1.1,639
U+6B8A,殊,1.1,107076
U+6B8C,殌,1.1,1
U+6B8D,殍,1.1,67
U+6B8E,殎,1.1,2
U+6B91,殑,1.1,2812
U+6B94,殔,1.1,2
U+6B95,殕,1.1,13
U+6B96,殖,1.1,3621
U+6B97,殗,1.1,5
U+6B98,殘,1.1,23382
U+6B99,殙,1.1,3
U+6B9A,殚,1.1,1
U+6B9B,殛,1.1,105
U+6B9C,殜,1.1,7
U+6B9D,殝,1.1,1
U+6B9E,殞,1.1,2816
U+6B9F,殟,1.1,122
U+6BA0,殠,1.1,23
U+6BA2,殢,1.1,66
U+6BA3,殣,1.1,24
U+6BA4,殤,1.1,328
U+6BA5,殥,1.1,2
U+6BA6,殦,1.1,9
U+6BA8,殨,1.1,54
U+6BAA,殪,1.1,106
U+6BAB,殫,1.1,1022
U+6BAD,殭,1.1,61
U+6BAE,殮,1.1,507
U+6BAF,殯,1.1,964
U+6BB0,殰,1.1,1
U+6BB2,殲,1.1,189
U+6BB3,殳,1.1,142
U+6BB5,段,1.1,38028
U+6BB6,殶,1.1,1
U+6BB7,殷,1.1,7551
U+6BB8,殸,1.1,38
U+6BB9,殹,1.1,81
U+6BBA,殺,1.1,76333
U+6BBB,殻,1.1,815
U+6BBC,殼,1.1,1153
U+6BBD,殽,1.1,143
U+6BBE,殾,1.1,1
U+6BBF,殿,1.1,47263
U+6BC0,毀,1.1,33917
U+6BC1,毁,1.1,120
U+6BC3,毃,1.1,12
U+6BC4,毄,1.1,2
U+6BC5,毅,1.1,1536
U+6BC6,毆,1.1,358
U+6BC7,毇,1.1,1
U+6BC8,毈,1.1,7
U+6BC9,毉,1.1,362
U+6BCB,毋,1.1,3718
U+6BCC,毌,1.1,1
U+6BCD,母,1.1,99037
U+6BCF,每,1.1,32724
U+6BD0,毐,1.1,5
U+6BD2,毒,1.1,41241
U+6BD3,毓,1.1,618
U+6BD4,比,1.1,331057
U+6BD6,毖,1.1,264
U+6BD7,毗,1.1,35907
U+6BD8,毘,1.1,69852
U+6BDA,毚,1.1,29
U+6BDB,毛,1.1,43161
U+6BDF,毟,1.1,4
U+6BE0,毠,1.1,4
U+6BE1,毡,1.1,15
U+6BE3,毣,1.1,1
U+6BE6,毦,1.1,96
U+6BE8,毨,1.1,3
U+6BEB,毫,1.1,22947
U+6BEC,毬,1.1,2337
U+6BEF,毯,1.1,202
U+6BF0,毰,1.1,3
U+6BF1,毱,1.1,2224
U+6BF3,毳,1.1,1110
U+6BF5,毵,1.1,1
U+6BF7,毷,1.1,1
U+6BF8,毸,1.1,14
U+6BF9,毹,1.1,182
U+6BFA,毺,1.1,181
U+6BFB,毻,1.1,4
