id,title,byline
X0561,般若心經大意,清 王起隆述
X0562,般若心經解,清 徐昌治解
X0563,般若心經請益說,清 道霈說
X0564,般若心經註疏,清 仲之屏纂註
X0565,般若心經論,清 圅昰撰
X0566,般若心經彙纂,清 孫念劬纂
X0567,般若心經如是經義,清 行敏述
X0568,般若心經註講,清 行敏述
X0569,般若心經句解易知,清 王澤泩註解
X0570,般若心經解義,清 徐槐廷解義
X0571,般若心經註解,清 敬止撰
X0572,般若心經易解,清 謝承謨註釋
X0573,般若心經註解,唐 大顛祖師註解
X0574,般若心經註解,明 何道全註
X0575,般若心經註解,
X0576,般若心經註解,清 孚佑帝君註解
X0577,法華經疏,宋 竺道生撰
X0582,法華統略,胡 吉藏撰
X0583,法華經大意,唐 湛然述
X0584,法華三大部科文,唐 湛然述
X0585,法華經三大部讀教記,宋 法照撰
X0586,法華經三大部補注,宋 從義撰
X0587,大部妙玄格言,宋 善月述
X0588,法華經玄籤備撿,宋 有嚴述
X0589,法華經玄義節要,明 智旭節
X0590,法華經玄義輯略,明 傳燈錄
X0591,法華經釋籤緣起序指明,清 靈耀述
X0592,法華經玄籤證釋,清 智銓述
X0593,法華經文句輔正記,唐 道暹述
X0594,法華經疏義纘,唐 智度述
X0595,妙經文句私志諸品要義,唐 智雲述
X0596,妙經文句私志記,唐 智雲撰
X0597,法華經文句記箋難,宋 有嚴箋
X0598,法華經文句格言,宋 善月述
X0599,法華經文句纂要,清 道霈纂要
X0600,法華經入疏,宋 道威入注
X0601,法華經要解科,
X0602,法華經要解,宋 戒環解
X0603,法華經合論,宋 慧洪造　張商英撰
X0604,法華經句解,宋 聞達解
X0605,法華經科註,宋 守倫註　明 法濟參訂
X0606,法華經科註,元 徐行善科註
X0607,法華經科註,明 一如集註
X0608,法華經知音,明 如愚著
X0609,法華經大意,明 無相說
X0610,法華經擊節,明 德清述
X0611,法華經通義,明 德清述
X0612,法華經精解評林,明 焦竑纂
X0613,法華經意語,明 圓澄說　明海重訂
X0614,法華經大窾,明 通潤箋
X0615,法華經綸貫,明 智旭述
X0616,法華經會義,明 智旭述
X0617,法華經卓解,清 徐昌治著
X0618,法華經大成科,清 際慶排錄
X0619,法華經大成,清 大義集
X0620,法華經大成音義,清 淨昇集
X0621,法華經授手〔卷首〕,清 智祥集
X0622,法華經授手科,清 智祥排
X0623,法華經授手,清 智祥集
X0624,法華經演義科,清 廣和標科
X0625,法華經演義,清 一松講錄　廣和編定
X0626,法華經科拾懸談卷首,清 佛閑立科　智一拾遺
X0627,法華經科拾科,清 佛閑立科　智一重訂
X0628,法華經科拾,清 佛閑立科　智一拾遺
X0629,法華經指掌疏科文,清 通理述
X0630,法華經指掌疏懸示,清 通理述
X0631,法華經指掌疏,清 通理述
X0632,法華經指掌疏事義,清 通理述
X0633,法華經為為章,唐 窺基撰
X0636,法華經玄贊攝釋,唐 智周撰
X0637,法華經玄贊決擇記,唐 崇俊撰　法清集疏
X0638,法華經玄贊要集,唐 栖復集
X0639,法華經玄贊釋,
X0640,觀音經玄義記會本科,
X0641,觀音經玄義記條箇,
X0642,觀音經玄義記會本,隋 智顗說　宋 知禮述
X0643,觀音經義疏記會本科,
X0644,觀音經義疏記條箇,
X0645,觀音經義疏記會本,隋 智顗說　宋 知禮述
X0646,觀音經普門品重頌,宋 遵式述
X0647,觀音經普門品膚說,清 靈耀說
X0648,高王觀音經註釋,清 周上智錄出
X0649,普賢觀經義疏科,
X0650,普賢觀經義疏,宋 本如述　處咸續解　日本 亮潤分會
X0651,金剛三昧經注解,明 圓澄註
X0652,金剛三昧經通宗記,清 𧧌震述
X0656,涅槃經玄義文句,隋 灌頂撰　唐 道暹撰　日本 守篤分會
X0657,涅槃經治定疏科,宋 智圓撰
X0658,涅槃經會疏條箇,
X0659,涅槃經會疏,隋 灌頂撰　唐 湛然再治　日本 本純分會
X0660,涅槃經疏私記,唐 行滿集
X0661,涅槃經疏私記,唐 道暹述
X0662,涅槃經疏三德指歸,宋 智圓述
X0663,科南本涅槃經,元 師正排科　可度重訂
X0664,涅槃經會疏解,元 師正分科　明 圓澄會疏
X0665,遺教經補註,宋 守遂註　明 了童補註
X0666,遺教經解,明 智旭述
X0669,四十二章經註,宋 守遂註　明 了童補註
X0670,四十二章經解,明 智旭著
X0671,四十二章經疏鈔,清 續法述
X0672,八大人覺經略解,明 智旭解
X0673,八大人覺經疏,清 續法述
X0674,閱經十二種,清 淨挺著
X0675,佛祖三經指南,明 道霈述
X0676,梵網菩薩戒經義疏,隋 智顗說　唐 灌頂記
X0678,梵網菩薩戒經疏註,宋 與咸(入疏箋經加註釋疏)
X0679,梵網菩薩戒經義疏發隱,明 袾宏發隱
X0680,梵網菩薩戒經義疏發隱事義,明 袾宏述
X0681,梵網菩薩戒經義疏發隱問辯,明 袾宏述
X0682,梵網經記,唐 傳奧述
X0683,梵網經菩薩戒本私記,新羅 元曉造
X0686,梵網經菩薩戒本述記,唐 勝莊撰
X0687,梵網經菩薩戒本疏,唐 知周撰
X0690,梵網經菩薩戒疏,唐 法銑撰
X0691,梵網經菩薩戒注,宋 慧因註
X0692,菩薩戒疏隨見錄,明 今釋造
X0693,梵網經玄義,明 智旭述　道昉訂
X0694,梵網經合註,明 智旭註　道昉訂
X0695,梵網經菩薩戒略疏,明 弘贊述
X0696,半月誦菩薩戒儀式註,明 弘贊注
X0697,梵網經直解,明 寂光直解
X0698,梵網經直解事義,
X0699,梵網經順硃,清 德玉順硃
X0700,梵網經菩薩戒初津,清 書玉述
X0702,菩薩戒本箋要,明 智旭箋
X0703,菩薩戒羯磨文釋,明 智旭釋
X0704,地持論義記,隋 慧遠述
X0705,瓔珞本業經疏,新羅 元曉撰
X0706,十善業道經節要,清 蕅益編訂
X0707,新刪定四分僧戒本,唐 道宣刪定
X0708,毗尼珍敬錄,明 廣承輯錄　智旭會補
X0709,毗尼止持會集,清 讀體集
X0712,四分律含注戒本疏發揮記,宋 允堪述
X0713,四分律含注戒本疏科,宋 元照錄
X0714,四分律含注戒本疏行宗記,唐 道宣撰　宋 元照述　日本 即靜分會
X0715,釋四分戒本序,宋 道言述
X0716,四分戒本緣起事義,明 廣莫輯錄
X0717,四分戒本如釋,明 弘贊繹
X0718,四分戒本約義,明 元賢述
X0719,重治毗尼事義集要,明 智旭輯繹
X0720,毗尼關要,清 德基輯
X0721,毗尼關要事義,清 德基輯
X0722,四分刪定比丘尼戒本,宋 元照重定
X0723,四分比丘尼鈔科,宋 允堪述
X0724,四分比丘尼鈔,唐 道宣述
X0725,式叉摩那尼戒本,明 弘贊輯
X0726,四分律隨機羯磨疏正源記,宋 允堪述
X0727,四分律刪補隨機羯磨疏科,宋 元照錄
X0728,四分律刪補隨機羯磨疏濟緣記,唐 道宣疏　宋 元照述　日本 禪能合會
X0729,羯磨經序解,宋 則安述
X0730,毗尼作持續釋,唐 道宣撰集　清 讀體續釋
X0731,四分律疏,唐 法礪撰述
X0732,四分律搜玄錄,唐 志鴻撰述
X0733,四分律疏飾宗義記,唐 定賓作
X0734,四分律疏,唐 智首撰
X0735,四分律開宗記,唐 懷素撰
X0736,四分律行事鈔批,唐 大覺撰
X0737,四分律行事鈔簡正記,後唐 景霄纂
X0738,四分律行事鈔科,宋 元照錄
X0740,資持記序解并五例講義,宋 則安述
X0741,行事鈔諸家記標目,宋 慧顯集　日本 戒月改錄
X0742,資持記立題拾義,宋 道標出
X0743,毗尼討要,唐 玄惲纂
X0744,四分律名義標釋,明 弘贊輯
X0745,四分律藏大小持戒犍度略釋,明 智旭釋
X0746,四分律拾毗尼義鈔科,宋 元照錄
X0747,四分律拾毗尼義鈔,唐 道宣撰
X0748,四分律拾毗尼義鈔輔要記,宋 允堪述
X0749,佛說齋經科註,明 智旭科註
X0750,佛說目連五百問經略解,明 性祇述
X0751,佛說目連五百問戒律中輕重事經釋,明 永海述
X0753,十地經論義記,隋 慧遠撰
X0754,起信論一心二門大意,陳 智愷作
X0755,起信論義疏,隋 曇延撰
X0757,起信論疏記,新羅 元曉疏並別記
X0759,起信論同異集,唐 見登集
X0762,起信論纂註,明 真界纂註
X0763,起信論捷要,明 正遠註
X0764,起信論續疏,明 通潤述疏
X0765,大乘起信論疏略,唐 法藏造疏　明 德清纂略
X0766,起信論直解,明 德清述
X0767,起信論疏記會閱卷首,
X0768,起信論疏記會閱,清 續法會編
X0770,釋摩訶衍論記,唐 聖法鈔
X0771,釋摩訶衍論疏,唐 法敏集
X0772,釋摩訶衍論贊玄疏,宋 法悟撰
X0773,釋摩訶衍論科,宋 普觀治定
X0774,釋摩訶衍論記,宋 普觀述
X0775,釋摩訶衍論通玄鈔,遼 志福撰
X0776,大宗地玄文本論略註,清 楊文會略註
X0777,金剛頂菩提心論略記,唐 遍滿撰
X0784,大乘四論玄義,唐 均正撰
X0786,大乘法界無差別論疏領要鈔科,宋 普觀錄
X0787,大乘法界無差別論疏領要鈔,宋 普觀述
X0788,掌珍論疏,
X0790,法華經論述記,唐
X0791,大智度論疏,南北朝 慧影抄撰
X0794,瑜伽論劫章頌,唐 窺基撰
X0796,雜集論述記,唐 窺基撰
X0797,中邊分別論疏,新羅 元曉撰
X0799,百法論顯幽鈔,宋 從芳述
X0802,百法明門論論義,明 德清述
X0803,百法明門論纂,明 廣益纂釋
X0804,百法明門論贅言,唐 窺基解　明 明昱贅言
X0805,百法明門論直解,明 智旭解
X0806,成唯識論料簡,唐 窺基撰
X0808,成唯識論別抄,唐 窺基撰
X0810,成唯識論掌中樞要記,唐 智周述
X0812,成唯識論了義燈記,唐 智周撰
X0814,成唯識論義蘊,唐 道邑撰
X0815,成唯識論疏義演,唐 如理集
X0816,成唯識論演秘釋,唐 如理撰
X0817,註成唯識論,
X0818,成唯識論學記,新羅 太賢集
X0819,成唯識論疏抄,唐 靈泰撰
X0820,成唯識論俗詮,明 明昱俗詮
X0821,成唯識論集解,明 通潤集解
X0822,成唯識論證義,明 王肯堂證義
X0823,成唯識論自攷,明 大惠錄
X0824,成唯識論觀心法要,明 智旭述
X0825,成唯識論音響補遺科,清 智素科
X0826,成唯識論音響補遺,清 智素補遺
X0827,唯識三十論約意,明 明昱約意
X0828,唯識三十論直解,明 智旭解
X0830,觀所緣緣論會釋,明 明昱會釋
X0831,觀所緣緣論直解,明 智旭解
X0832,觀所緣緣論釋記,明 明昱錄記
X0833,觀所緣緣論釋直解,明 智旭解
X0836,俱舍論疏,唐 神泰述
X0837,俱舍論法宗原,唐 普光撰
X0838,俱舍論頌疏序記,唐 法盈修
X0839,俱舍論頌疏義鈔,唐 慧暉述
X0841,俱舍論頌疏記,唐 遁麟述
X0842,俱舍論頌疏,某補作
X0843,順正理論述文記,唐 元瑜述
X0844,異部宗輪論疏述記,唐 窺基記
X0845,遺教經論住法記,宋 元照述
X0846,遺教經論記,宋 觀復述
X0847,因明入正理門論述記,唐 神泰述
X0848,因明入正理論疏,唐 文軌述
X0852,因明入正理論續疏,唐 慧沼述
X0853,因明入正理論疏前記,唐 智周撰
X0854,因明入正理論疏後記,唐 智周撰
X0855,因明入正理論疏抄,唐 智周撰
X0856,因明入正理論解,明 真界集解
X0857,因明入正理論集解,明 王肯堂集釋
X0858,因明入正理論直疏,明 明昱疏
X0859,因明入正理論直解,明 智旭述
X0860,判比量論,新羅 元曉述
X0861,三支比量義鈔,唐 玄奘立　宋 延壽造　明 明昱鈔
X0862,真唯識量略解,明 智旭略解
X0866,肇論疏,晉 惠達撰
X0868,肇論疏科,宋 遵式排定
X0869,夾科肇論序注,宋 曉月注
X0870,注肇論疏,宋 遵式述
X0872,肇論新疏游刃,宋 文才述
X0873,肇論略註,明 德清述
X0876,三論略章,隋 吉藏撰
X0878,物不遷正量證,明 道衡述
X0879,物不遷正量論,明 鎮澄著
X0880,物不遷論辯解,明 真界解
X0882,大乘法苑義林章補闕,唐 慧沼撰
X0883,大乘法苑義林章決擇記,唐 智周撰
X0884,表無表章栖翫記,宋 守千述
X0888,唯識開蒙問答,元 雲峯集
X0890,八識規矩補註證義,明 明昱證義
X0891,八識規矩略說,明 正誨略說
X0892,八識規矩頌解,明 真可述
X0893,八識規矩通說,明 德清述
X0894,八識規矩纂釋,明 廣益纂釋
X0895,八識規矩直解,明 智旭解
X0896,八識規矩淺說,清 行舟說
X0897,八識規矩頌注,清 行舟註
X0898,八識規矩論義,清 性起論釋　善漳等錄
X0899,相宗八要,明 洪恩輯
X0900,相宗八要解,明 明昱著
X0901,相宗八要直解,明 智旭解
X0902,一乘佛性究竟論,唐 法寶述
X0903,隨自意三昧,陳 慧思撰
X0904,大乘止觀法門宗圓記,宋 了然述
X0905,大乘止觀法門釋要,明 智旭述
X0907,禪門章,隋 智顗說
X0908,禪門要略,隋 智顗出
X0909,三觀義,隋 智顗撰
X0911,觀心食法,隋 智顗述
X0912,觀心誦經法記,隋 智顗說　唐 湛然述
X0913,天台智者大師發願文,隋 智顗撰
X0914,普賢菩薩發願文,隋 智顗撰
X0915,刪定止觀,唐 梁肅述
X0916,天台智者大師傳論,唐 梁肅述
X0917,止觀科節,唐 法藏撰
X0918,止觀記中異義,唐 道邃說　乾淑集
X0919,止觀輔行搜要記,唐 湛然述
X0920,止觀輔行助覽,宋 有嚴注
X0921,摩訶止觀義例纂要,宋 從義撰
X0922,摩訶止觀義例科,宋 從義排
X0923,摩訶止觀義例隨釋,宋 處元述
X0924,摩訶止觀貫義科,明 天溪說　清 靈耀補定
X0925,十不二門義,唐 道邃錄出
X0926,法華十妙不二門示珠指,宋 源清述
X0927,註法華本迹十不二門,宋 宗翌述
X0928,十不二門文心解,宋 仁岳述
X0929,法華玄記十不二門顯妙,宋 處謙述
X0930,十不二門樞要,宋 了然述
X0931,十不二門指要鈔詳解,宋 可度詳解　明 正謐分會
X0932,金剛錍論私記,唐 明曠記　日本 辯才會
X0933,金剛錍科,宋 淨岳撰
X0934,金剛錍科,宋 智圓集
X0935,金剛錍顯性錄,宋 智圓集
X0936,金剛錍論義解,宋 善月述
X0937,金剛錍論釋文,宋 時舉釋　明 海眼會
X0938,始終心要注,宋 從義注
X0939,法華五百問論,唐 湛然述
X0940,學天台宗法門大意,唐 行滿述
X0941,六即義,唐 行滿述
X0942,天台宗未決（附釋疑）,日本 最澄．圓澄．義真．光定．德圓 問　唐 道邃．廣修．維蠲．宗頴 答
X0943,法華龍女成佛權實義,宋 源清述
X0944,寶雲振祖集,宋 宗曉編
X0946,螺溪振祖集,宋 元悟編
X0948,四明仁岳異說叢書,宋 繼忠集
X0949,閑居編,宋 智圓著
X0950,金園集,宋 遵式述　慧觀重編
X0951,天竺別集,宋 遵式述　慧觀重編
X0952,重編天台諸文類集,宋 如吉編
X0953,別傳心法議,宋 戒珠撰
X0954,三千有門頌略解,明 真覺略解
X0955,復宗集,宋 與咸述
X0956,山家義苑,宋 可觀 述　智增 證
X0957,竹菴艸錄,宋 可觀撰
X0958,圓頓宗眼,宋 法登述
X0959,議中興教觀,宋 法登述
X0960,三教出興頌註,宋 宗曉注
X0961,施食通覽,宋 宗曉編
X0962,不可剎那無此君,宋 義銛述
X0963,北峯教義,宋 宗印撰
X0964,台宗十類因革論,宋 善月述
X0965,山家緒餘集,宋 善月述
X0966,台宗精英集,宋 普容集
X0967,教觀撮要論,宋
X0968,增修教苑清規,元 自慶編述
X0969,天台傳佛心印記註,明 傳燈註
X0970,性善惡論,明 傳燈註
X0971,書,明 克勤著
X0972,法界安立圖,明 仁潮錄
X0974,教觀綱宗釋義,明 智旭述
X0975,隨緣集,清 靈耀著
X0976,四教儀集解,宋 從義撰
X0977,四教儀備釋,元 元粹述
X0978,四教儀集註科,元 蒙潤排定
X0979,四教儀集註節義,清 靈耀節
X0980,四教儀註彙補輔宏記,清 性權記
X0985,華嚴融會一乘義章明宗記,宋 師會述
X0991,華嚴經普賢觀行法門,唐 法藏撰
X0993,華嚴還源觀科,宋 淨源刊正
X0994,華嚴妄盡還源觀疏鈔補解,宋 淨源述
X0995,華嚴一乘教義分齊章義苑疏,宋 道亭述
X0996,華嚴一乘教義分齊章焚薪,宋 師會錄
X0997,華嚴一乘教義分齊章科,宋 師會述
X0998,華嚴一乘教義分齊章復古記,宋 師會．善熹述
X0999,五教章集成記,宋 希迪述
X1000,評復古記,宋 希迪錄
X1004,五蘊觀,唐 澄觀述
X1005,華嚴心要法門註,唐 宗密述
X1007,註華嚴法界觀科文,唐 宗密述
X1008,註華嚴法界觀科文,唐 宗豫述
X1010,勸發菩提心文,唐 裴休述
X1013,華嚴法相槃節,宋 道通述
X1014,法界觀披雲集,宋 道通述
X1015,圓宗文類,高麗 義天集
X1016,註華嚴同教一乘策,宋 師會述　希迪註
X1017,註同教問答,宋 師會述　善熹註
X1018,評金剛錍,宋 善熹述
X1019,辨非集,宋 善熹述
X1020,斥謬,宋 善熹書
X1022,五相智識頌,宋 佚名撰
X1023,華嚴大意,明 善堅撰
X1024,賢首五教儀,清 續法集錄
X1025,賢首五教儀開蒙,清 續法集
X1026,賢首五教斷證三覺揀濫圖,清 續法集
X1027,法界宗蓮花章,清 續法集
X1028,華嚴鏡燈章,清 續法集
X1029,一乘決疑論,清 彭際清述
X1030,華嚴念佛三昧論,清 彭際清述
X1031,華嚴原人論發微錄,宋 淨源述
X1032,華嚴原人論解,元 圓覺解
X1033,華嚴原人論合解,元 圓覺解　明 楊嘉祚刪合
X1043,看命一掌金,唐 一行著
X1048,持咒仙人飛鉢儀軌,唐 不空拔出
X1052,成就夢想法,唐 不空述
X1054,多利心菩薩念誦法,南天竺 跋折羅菩提集撰
X1069,釋迦牟尼如來拔除苦惱現大神變飛空大鉢法,唐 般若 傳
X1073,金胎兩界師資相承,唐 海雲集
X1074,胎金兩界血脈,唐 造玄增補
X1077,準提淨業,明 謝于教 著
X1078,準提心要,明 施堯挺撰
X1079,持誦準提真言法要,清 弘贊輯
X1080,瑜伽集要施食儀軌,明 袾宏重訂
X1081,修設瑜伽集要施食壇儀,明 袾宏補註
X1082,於密滲施食旨槩,清 法藏著
X1083,修習瑜伽集要施食壇儀,清 法藏著
X1084,瑜伽燄口註集纂要儀軌,清 寂暹纂
X1085,受菩薩戒儀,陳 慧思撰
X1086,授菩薩戒儀,唐 湛然述
X1087,略授三歸五八戒並菩薩戒,唐 澄照讚
X1088,受菩薩戒法,宋 延壽撰
X1094,釋門歸敬儀護法記,宋 彥起撰
X1095,釋門歸敬儀通真記,宋 了然述　日本 慧光合
X1096,淨心誡觀法發真鈔,宋 允堪述　日本 慧光合
X1097,釋門章服儀應法記,宋 元照述　日本 良信合
X1098,衣鉢名義章,宋 允堪述
X1099,新受戒比丘六念五觀法,宋 允堪撰錄
X1100,道具賦,宋 元照撰
X1102,佛制六物圖辯訛,宋 妙生述
X1103,三衣顯正圖,宋 妙生述
X1104,芝園遺編,宋 元照錄　道詢集
X1105,芝園集,宋 元照作
X1106,補續芝園集,宋 元照撰
X1107,律宗新學名句,宋 惟顯編
X1108,律宗問答,日本 俊芿問　宋 了然．智瑞．妙音答
X1109,終南家業,宋 守一述　行枝編
X1110,律宗會元,宋 守一集
X1111,蓬折直辨,宋 妙蓮撰
X1112,蓬折箴,宋 妙蓮撰
X1113,律苑事規,元 省悟編述　嗣良參訂
X1114,毗尼日用錄,明 性祇述
X1115,毗尼日用切要,清 讀體彙集
X1116,毗尼日用切要香乳記,清 書玉箋記
X1117,沙門日用,清 弘贊編
X1118,沙彌律儀要略增註,清 弘贊註
X1119,沙彌律儀要略述義,清 書玉科釋
X1120,沙彌律儀毗尼日用合參,清 戒顯訂閱　濟岳彙箋
X1121,沙彌十戒威儀錄要,明 智旭重輯
X1122,沙彌尼律儀要略,清 讀體輯集
X1123,在家律要廣集,明 智旭集　清 儀潤．陳熙願增訂
X1124,律要後集,明 智旭集
X1125,律學發軔,明 元賢述
X1126,弘戒法儀,明 法藏輯
X1127,傳授三壇弘戒法儀,明 法藏 撰集　清 超遠 檢錄
X1128,傳戒正範,清 讀體撰
X1129,歸戒要集,清 弘贊輯
X1130,八關齋法,清 弘贊輯
X1131,比丘受戒錄,清 弘贊述
X1132,比丘尼受戒錄,清 弘贊述
X1133,沙彌學戒儀軌頌註,清 弘贊述並註
X1134,二部僧授戒儀式,清 書玉述
X1135,羯磨儀式,清 書玉述
X1136,經律戒相布薩軌儀,明 如馨纂要
X1137,梵網經懺悔行法,明 智旭述
X1138,戒殺四十八問,清 周思仁述
X1139,體仁要術,清 彭紹升著
X1145,西方要決科註,
X1149,注十疑論,宋 澄彧註
X1154,淨土指歸集,明 大佑集
X1155,淨土簡要錄,明 道衍編
X1156,歸元直指集,明 宗本集
X1157,淨土決,明 李贄集
X1158,答四十八問,明 袾宏著
X1160,西方願文,明 袾宏著並釋
X1161,西方發願文註,清 實賢註
X1162,淨土資糧全集,明 袾宏校正　莊廣還輯
X1163,西方直指,明 一念編
X1164,淨土十要,明 成時(評點節要)
X1165,西方合論標註,明 明教標註
X1166,淨慈要語,明 元賢述
X1167,淨土生無生論註,明 正寂註
X1168,淨土生無生論親聞記,明 受教記
X1169,淨土生無生論會集,清 達默集
X1170,雲棲淨土彙語,清 虞執西．嚴培西同錄
X1171,淨土旨訣,清 道霑撰
X1172,淨土晨鐘,清 周克復纂
X1173,西歸直指,清 周夢顏彙集
X1174,淨土警語,清 行策著
X1175,起一心精進念佛七期規式,清 行策定
X1176,淨土全書,清 俞行敏重輯
X1177,角虎集,清 濟能纂輯
X1178,東海若解,清 實賢解
X1179,省菴法師語錄,清 彭際清重訂
X1180,重訂西方公據,清 彭際清集
X1181,念佛警策,清 彭際清纂
X1182,徹悟禪師語錄,清 了亮等集
X1183,淨業知津,清 悟開述
X1184,念佛百問,清 悟開著
X1185,徑中徑又徑,清 張師誠著
X1186,勸修淨土切要,清 真益願纂述
X1187,淨土隨學,清 古崑編
X1188,淨土必求,清 古崑集
X1189,淨土承恩集,清 芳慧編
X1190,念佛三昧,金聖歎註
X1191,西方確指,清 覺明菩薩說　常攝集
X1192,清珠集,清 治兆輯
X1193,蓮邦消息,清 妙空子述
X1194,淨土極信錄,清 戒香述
X1195,念佛起緣彌陀觀偈直解,清 張淵述
X1196,淨土證心集,清 卍蓮述
X1197,蓮宗必讀,清 古崑集
X1198,淨土神珠,清 古崑集
X1199,淨業痛策,清 照瑩集
X1200,時時好念佛,清 果能述
X1201,啟信雜說,清 周思仁輯
X1202,淨土紺珠,清 德真輯
X1203,修西輯要,清 信菴輯
X1204,蓮修起信錄,清 程兆鸞錄存
X1205,報恩論,清 沈善登述
X1206,持名四十八法,清 鄭韋庵述
X1207,蓮邦詩選,明 廣貴輯
X1208,唯心集,清 乘戒著
X1209,影響集,清 量海著
X1210,二林唱和詩,清 彭紹升集
X1211,觀河集節鈔,清 彭紹升著　弟子節鈔
X1212,測海集節鈔,清 彭紹升著　弟子節鈔
X1213,瓊樓吟稿節鈔,清 陶善著　弟子節鈔
X1214,蓮修必讀,清 觀如輯
X1215,普能嵩禪師淨土詩,清 德潤錄
X1216,淨土救生船詩,清 寬量集
X1217,菩提達磨大師略辨大乘入道四行觀,梁 菩提達磨說
X1218,達磨大師血脉論,梁 菩提達磨述
X1219,達磨大師悟性論,梁 菩提達磨述
X1220,達磨大師破相論,梁 菩提達磨述
X1222,修禪要訣,北天竺 覺愛略說　唐 明恂隨錄　慧智傳
X1223,頓悟入道要門論,唐 慧海撰
X1224,諸方門人參問語錄,唐 慧海撰
X1225,中華傳心地禪門師資承襲圖,唐 裴休問　宗密答
X1226,宗門十規論,唐 文益撰
X1229,定慧相資歌,宋 延壽撰
X1230,警世,宋 延壽撰
X1231,心賦注,宋 延壽述
X1232,智覺禪師自行錄,宋 文冲(重校編集)
X1233,祇園正儀,宋 道楷撰
X1234,臨濟宗旨,宋 慧洪撰
X1235,智證傳,宋 慧洪撰　覺慈編
X1236,(重編)曹洞五位顯訣,宋 慧霞編　廣輝釋
X1237,寶鏡三昧本義,清 行策述
X1238,寶鏡三昧原宗辨謬說,清 淨訥述
X1239,溈山警策註,宋 守遂註
X1240,溈山警策句釋記,明 弘贊註　開詗記
X1241,證道歌註,宋 彥琪註
X1242,永嘉禪宗集註,明 傳燈重編並註
X1244,百丈清規證義記,清 儀潤證義
X1245,(重雕補註)禪苑清規,宋 宗賾集
X1246,入眾日用,宋 宗壽集
X1247,入眾須知,
X1248,幻住庵清規,元 明本著
X1249,叢林校定清規總要,宋 惟勉編次
X1250,禪林備用清規,元 弋咸編
X1251,叢林兩序須知,明 通容述
X1252,禪林疏語考證,明 元賢集
X1253,初學記,宋 清覺述　元 道安注
X1254,正行集,宋 清覺述
X1255,禪家龜鑑,朝鮮 退隱述
X1256,宗門玄鑑圖,明 虗一撰
X1257,博山禪警語,明 元來說　成正集
X1258,禪宗直指,明 石成金著
X1259,禪門鍛鍊說,明 戒顯著
X1260,列祖提綱錄,清 行悅集
X1261,祖庭事苑,宋 善卿編正
X1262,禪林寶訓音義,明 大建較
X1263,禪林寶訓合註,清 張文嘉較定　張文憲參閱
X1264,禪林寶訓拈頌,清 行盛著　超記錄
X1265,禪林寶訓順硃,清 德玉順硃
X1266,禪林寶訓筆說,清 智祥述
X1268,叢林公論,宋 惠彬述
X1269,十牛圖頌,宋 師遠述
X1270,十牛圖頌,明 胡文煥著
X1271,十牛圖和頌,
X1276,禪門寶藏錄,高麗 天頙撰
X1277,高峰龍泉院因師集賢語錄,元 如瑛編
X1278,禪宗雜毒海,清 性音重編
X1279,五宗原,明 法藏著
X1280,闢妄救略說,明 圓悟著　真啟編
X1281,御製揀魔辨異錄,清 世宗皇帝製
X1282,五家宗旨纂要,清 性統編
X1283,宗範,清 錢伊庵編緝
X1285,慨古錄,明 圓澄著
X1286,祖庭鉗鎚錄,明 通容輯著
X1287,千松筆記,明 大韶著
X1288,萬法歸心錄,清 超溟著
X1289,禪宗指掌,清 行海述
X1290,觀心玄樞,宋 延壽撰
X1291,證道歌頌,宋 法泉繼頌
X1292,證道歌註,宋 知訥述
X1293,證道歌註,元 永盛述　德弘編
X1294,溈山警策註,明 大香註
X1295,禪宗頌古聯珠通集,宋 法應集　元 普會續集
X1296,宗門拈古彙集,清 淨符彙集
X1297,宗鑑法林,清 集雲堂 編
X1298,禪門諸祖師偈頌,宋 子昇錄　如祐錄
X1299,禪林類聚,元 道泰集
X1301,佛果擊節錄,宋 重顯拈古　克勤擊節
X1302,焭絕老人天奇直註雪竇顯和尚頌古,明 本瑞直註　道霖．性福編集
X1303,林泉老人評唱投子青和尚頌古空谷集,宋 義青頌古　元 從倫評唱
X1304,林泉老人評唱丹霞淳禪師頌古虗堂集,宋 子淳頌古　元 從倫評唱
X1306,焭絕老人天奇直註天童覺和尚頌古,明 本瑞直註　性福編集
X1307,萬松老人評唱天童覺和尚拈古請益錄,宋 正覺拈古　元 行秀評唱
X1308,徑石滴乳集,清 真在編　機雲重續
X1309,正法眼藏,宋 宗杲集並著語
X1310,拈八方珠玉集,宋 祖慶重編
X1312,通玄百問,元 圓通設問　行秀仰答
X1313,青州百問,元 一辯問　覺答
X1314,古尊宿語錄目錄,日本 道忠編
X1315,古尊宿語錄,宋 賾藏主集
X1316,古尊宿語要目錄,日本 道忠編
X1317,續古尊宿語要目錄,日本 道忠編
X1318,續古尊宿語要,宋 師明集
X1319,御選語錄,清 世宗皇帝御選
X1320,四家語錄（序．引．跋）,
X1321,馬祖道一禪師廣錄（四家語錄卷一）,
X1322,百丈懷海禪師語錄（四家語錄卷二）,
X1323,百丈懷海禪師廣錄（四家語錄卷三）,
X1326,五家語錄（序）,明 圓信．郭凝之 編集
X1333,雪峰義存禪師語錄（真覺禪師語錄）,明 林弘衍編次
X1335,善慧大士語錄,唐 樓頴錄
X1336,龐居士語錄,唐 于頔編集
X1338,石霜楚圓禪師語錄,(小師)慧南重編
