典籍編號,典籍名稱,卷數,作譯者,type
X0853,因明入正理論疏前記,3,唐 智周撰,text
X0854,因明入正理論疏後記,3,唐 智周撰,text
X0855,因明入正理論疏抄,1,唐 智周撰,text
X0856,因明入正理論解,1,明 真界集解,text
X0857,因明入正理論集解,1,明 王肯堂集釋,text
X0858,因明入正理論直疏,1,明 明昱疏,text
X0859,因明入正理論直解,1,明 智旭述,text
X0860,判比量論,1,新羅 元曉述,text
X0861,三支比量義鈔,1,唐 玄奘立　宋 延壽造　明 明昱鈔,text
X0862,真唯識量略解,1,明 智旭略解,text
X0866,肇論疏,2,晉 惠達撰,text
X0868,肇論疏科,1,宋 遵式排定,text
X0869,夾科肇論序注,1,宋 曉月注,text
X0870,注肇論疏,6,宋 遵式述,text
X0872,肇論新疏游刃,3,宋 文才述,text
X0873,肇論略註,6,明 德清述,text
X0876,三論略章,1,隋 吉藏撰,text
X0878,物不遷正量證,1,明 道衡述,text
X0879,物不遷正量論,2,明 鎮澄著,text
X0880,物不遷論辯解,1,明 真界解,text
X0882,大乘法苑義林章補闕,3,唐 慧沼撰,text
X0883,大乘法苑義林章決擇記,2,唐 智周撰,text
X0884,表無表章栖翫記,1,宋 守千述,text
X0888,唯識開蒙問答,2,元 雲峯集,text
X0890,八識規矩補註證義,1,明 明昱證義,text
X0891,八識規矩略說,1,明 正誨略說,text
X0892,八識規矩頌解,1,明 真可述,text
X0893,八識規矩通說,1,明 德清述,text
X0894,八識規矩纂釋,1,明 廣益纂釋,text
X0895,八識規矩直解,1,明 智旭解,text
X0896,八識規矩淺說,1,清 行舟說,text
X0897,八識規矩頌注,1,清 行舟註,text
X0898,八識規矩論義,1,清 性起論釋　善漳等錄,text
X0899,相宗八要,1,明 洪恩輯,text
X0900,相宗八要解,1,明 明昱著,text
X0901,相宗八要直解,1,明 智旭解,text
X0902,一乘佛性究竟論,1,唐 法寶述,text
X0903,隨自意三昧,1,陳 慧思撰,text
X0904,大乘止觀法門宗圓記,5,宋 了然述,text
X0905,大乘止觀法門釋要,4,明 智旭述,text
X0907,禪門章,1,隋 智顗說,text
X0908,禪門要略,1,隋 智顗出,text
X0909,三觀義,2,隋 智顗撰,text
X0911,觀心食法,1,隋 智顗述,text
X0912,觀心誦經法記,1,隋 智顗說　唐 湛然述,text
X0913,天台智者大師發願文,1,隋 智顗撰,text
X0914,普賢菩薩發願文,1,隋 智顗撰,text
X0915,刪定止觀,3,唐 梁肅述,text
X0916,天台智者大師傳論,1,唐 梁肅述,text
X0917,止觀科節,1,唐 法藏撰,text
X0918,止觀記中異義,1,唐 道邃說　乾淑集,text
X0919,止觀輔行搜要記,10,唐 湛然述,text
X0920,止觀輔行助覽,4,宋 有嚴注,text
X0921,摩訶止觀義例纂要,6,宋 從義撰,text
X0922,摩訶止觀義例科,1,宋 從義排,text
X0923,摩訶止觀義例隨釋,6,宋 處元述,text
X0924,摩訶止觀貫義科,2,明 天溪說　清 靈耀補定,text
X0925,十不二門義,1,唐 道邃錄出,text
X0926,法華十妙不二門示珠指,2,宋 源清述,text
X0927,註法華本迹十不二門,1,宋 宗翌述,text
X0928,十不二門文心解,1,宋 仁岳述,text
X0929,法華玄記十不二門顯妙,1,宋 處謙述,text
X0930,十不二門樞要,2,宋 了然述,text
X0931,十不二門指要鈔詳解,2,宋 可度詳解　明 正謐分會,text
X0932,金剛錍論私記,2,唐 明曠記　日本 辯才會,text
X0933,金剛錍科,1,宋 淨岳撰,text
X0934,金剛錍科,1,宋 智圓集,text
X0935,金剛錍顯性錄,4,宋 智圓集,text
X0936,金剛錍論義解,1,宋 善月述,text
X0937,金剛錍論釋文,3,宋 時舉釋　明 海眼會,text
X0938,始終心要注,1,宋 從義注,text
X0939,法華五百問論,3,唐 湛然述,text
X0940,學天台宗法門大意,1,唐 行滿述,text
X0941,六即義,1,唐 行滿述,text
X0942,天台宗未決（附釋疑）,6,日本 最澄．圓澄．義真．光定．德圓 問　唐 道邃．廣修．維蠲．宗頴 答,text
X0943,法華龍女成佛權實義,1,宋 源清述,text
X0944,寶雲振祖集,1,宋 宗曉編,text
X0946,螺溪振祖集,1,宋 元悟編,text
X0948,四明仁岳異說叢書,7,宋 繼忠集,text
X0949,閑居編,51,宋 智圓著,text
X0950,金園集,3,宋 遵式述　慧觀重編,text
X0951,天竺別集,3,宋 遵式述　慧觀重編,text
X0952,重編天台諸文類集,1,宋 如吉編,text
X0953,別傳心法議,1,宋 戒珠撰,text
X0954,三千有門頌略解,1,明 真覺略解,text
X0955,復宗集,1,宋 與咸述,text
X0956,山家義苑,2,宋 可觀述　智增證,text
X0957,竹菴艸錄,1,宋 可觀撰,text
X0958,圓頓宗眼,1,宋 法登述,text
X0959,議中興教觀,1,宋 法登述,text
X0960,三教出興頌註,1,宋 宗曉注,text
X0961,施食通覽,1,宋 宗曉編,text
X0962,不可剎那無此君,1,宋 義銛述,text
X0963,北峯教義,1,宋 宗印撰,text
X0964,台宗十類因革論,4,宋 善月述,text
X0965,山家緒餘集,3,宋 善月述,text
X0966,台宗精英集,4,宋 普容集,text
X0967,教觀撮要論,2,宋,text
X0968,增修教苑清規,2,元 自慶編述,text
X0969,天台傳佛心印記註,2,明 傳燈註,text
X0970,性善惡論,6,明 傳燈註,text
X0971,書,1,明 克勤著,text
X0972,法界安立圖,3,明 仁潮錄,text
X0974,教觀綱宗釋義,1,明 智旭述,text
X0975,隨緣集,4,清 靈耀著,text
X0976,四教儀集解,3,宋 從義撰,text
X0977,四教儀備釋,2,元 元粹述,text
X0978,四教儀集註科,1,元 蒙潤排定,text
X0979,四教儀集註節義,1,清 靈耀節,text
X0980,四教儀註彙補輔宏記,10,清 性權記,text
X0985,華嚴融會一乘義章明宗記,1,宋 師會述,text
X0991,華嚴經普賢觀行法門,1,唐 法藏撰,text
X0993,華嚴還源觀科,1,宋 淨源刊正,text
X0994,華嚴妄盡還源觀疏鈔補解,1,宋 淨源述,text
X0995,華嚴一乘教義分齊章義苑疏,10,宋 道亭述,text
X0996,華嚴一乘教義分齊章焚薪,2,宋 師會錄,text
X0997,華嚴一乘教義分齊章科,1,宋 師會述,text
X0998,華嚴一乘教義分齊章復古記,3,宋 師會．善熹述,text
X0999,五教章集成記,1,宋 希迪述,text
X1000,評復古記,1,宋 希迪錄,text
X1004,五蘊觀,1,唐 澄觀述,text
X1005,華嚴心要法門註,1,唐 宗密述,text
X1007,註華嚴法界觀科文,1,唐 宗密述,text
X1008,註華嚴法界觀科文,1,唐 宗豫述,text
X1010,勸發菩提心文,1,唐 裴休述,text
X1013,華嚴法相槃節,1,宋 道通述,text
X1014,法界觀披雲集,1,宋 道通述,text
X1015,圓宗文類,2,高麗 義天集,text
X1016,註華嚴同教一乘策,1,宋 師會述　希迪註,text
X1017,註同教問答,1,宋 師會述　善熹註,text
X1018,評金剛錍,1,宋 善熹述,text
X1019,辨非集,1,宋 善熹述,text
X1020,斥謬,1,宋 善熹書,text
X1022,五相智識頌,1,宋 佚名撰,text
X1023,華嚴大意,1,明 善堅撰,text
X1024,賢首五教儀,6,清 續法集錄,text
X1025,賢首五教儀開蒙,1,清 續法集,text
X1026,賢首五教斷證三覺揀濫圖,1,清 續法集,text
X1027,法界宗蓮花章,1,清 續法集,text
X1028,華嚴鏡燈章,1,清 續法集,text
X1029,一乘決疑論,1,清 彭際清述,text
X1030,華嚴念佛三昧論,1,清 彭際清述,text
X1031,華嚴原人論發微錄,3,宋 淨源述,text
X1032,華嚴原人論解,3,元 圓覺解,text
X1033,華嚴原人論合解,2,元 圓覺解　明 楊嘉祚刪合,text
X1043,看命一掌金,1,唐 一行著,text
X1048,持咒仙人飛鉢儀軌,1,唐 不空拔出,text
X1052,成就夢想法,1,唐 不空述,text
X1054,多利心菩薩念誦法,1,南天竺 跋折羅菩提集撰,text
X1069,釋迦牟尼如來拔除苦惱現大神變飛空大鉢法,1,唐 般若傳,text
X1073,金胎兩界師資相承,1,唐 海雲集,text
X1074,胎金兩界血脈,1,唐 造玄增補,text
X1077,準提淨業,3,明 謝于教著,text
X1078,準提心要,1,明 施堯挺撰,text
X1079,持誦準提真言法要,1,清 弘贊輯,text
X1080,瑜伽集要施食儀軌,1,明 袾宏重訂,text
X1081,修設瑜伽集要施食壇儀,1,明 袾宏補註,text
X1082,於密滲施食旨槩,1,明 法藏著,text
X1083,修習瑜伽集要施食壇儀,2,明 法藏著,text
X1084,瑜伽燄口註集纂要儀軌,2,清 寂暹纂,text
X1085,受菩薩戒儀,1,陳 慧思撰,text
X1086,授菩薩戒儀,1,唐 湛然述,text
X1087,略授三歸五八戒並菩薩戒,1,唐 澄照讚,text
X1088,受菩薩戒法,1,宋 延壽撰,text
X1094,釋門歸敬儀護法記,1,宋 彥起撰,text
X1095,釋門歸敬儀通真記,3,宋 了然述　日本 慧光合,text
X1096,淨心誡觀法發真鈔,3,宋 允堪述　日本 慧光合,text
X1097,釋門章服儀應法記,1,宋 元照述　日本 良信合,text
X1098,衣鉢名義章,1,宋 允堪述,text
X1099,新受戒比丘六念五觀法,1,宋 允堪撰錄,text
X1100,道具賦,1,宋 元照撰,text
X1102,佛制六物圖辯訛,1,宋 妙生述,text
X1103,三衣顯正圖,1,宋 妙生述,text
X1104,芝園遺編,3,宋 元照錄　道詢集,text
X1105,芝園集,2,宋 元照作,text
X1106,補續芝園集,1,宋 元照撰,text
X1107,律宗新學名句,3,宋 惟顯編,text
X1108,律宗問答,2,日本 俊艿問　宋 了然．智瑞．妙音答,text
X1109,終南家業,3,宋 守一述　行枝編,text
X1110,律宗會元,3,宋 守一集,text
X1111,蓬折直辨,1,宋 妙蓮撰,text
X1112,蓬折箴,1,宋 妙蓮撰,text
X1113,律苑事規,10,元 省悟編述　嗣良參訂,text
X1114,毗尼日用錄,1,明 性祇述,text
X1115,毗尼日用切要,1,清 讀體彙集,text
X1116,毗尼日用切要香乳記,2,清 書玉箋記,text
X1117,沙門日用,2,清 弘贊編,text
X1118,沙彌律儀要略增註,2,清 弘贊註,text
X1119,沙彌律儀要略述義,2,清 書玉科釋,text
X1120,沙彌律儀毗尼日用合參,3,清 戒顯訂閱　濟岳彙箋,text
X1121,沙彌十戒威儀錄要,1,明 智旭重輯,text
X1122,沙彌尼律儀要略,1,清 讀體輯集,text
X1123,在家律要廣集,3,明 智旭集　清 儀潤．陳熙願增訂,text
X1124,律要後集,1,明 智旭集,text
X1125,律學發軔,3,明 元賢述,text
X1126,弘戒法儀,2,明 法藏輯,text
X1127,傳授三壇弘戒法儀,1,明 法藏撰集　清 超遠檢錄,text
X1128,傳戒正範,4,清 讀體撰,text
X1129,歸戒要集,3,清 弘贊輯,text
X1130,八關齋法,1,清 弘贊輯,text
X1131,比丘受戒錄,1,清 弘贊述,text
X1132,比丘尼受戒錄,1,清 弘贊述,text
X1133,沙彌學戒儀軌頌註,1,清 弘贊述並註,text
X1134,二部僧授戒儀式,2,清 書玉述,text
X1135,羯磨儀式,2,清 書玉述,text
X1136,經律戒相布薩軌儀,1,明 如馨纂要,text
X1137,梵網經懺悔行法,1,明 智旭述,text
X1138,戒殺四十八問,1,清 周思仁述,text
X1139,體仁要術,1,清 彭紹升著,text
X1145,西方要決科註,2,,text
X1149,注十疑論,1,宋 澄彧註,text
X1154,淨土指歸集,2,明 大佑集,text
X1155,淨土簡要錄,1,明 道衍編,text
X1156,歸元直指集,2,明 宗本集,text
X1157,淨土決,1,明 李贄集,text
X1158,答四十八問,1,明 袾宏著,text
X1160,西方願文,1,明 袾宏著並釋,text
X1161,西方發願文註,1,清 實賢註,text
X1162,淨土資糧全集,6,明 袾宏校正　莊廣還輯,text
X1163,西方直指,3,明 一念編,text
X1164,淨土十要,10,明 成時(評點節要),text
X1165,西方合論標註,10,明 明教標註,text
X1166,淨慈要語,2,明 元賢述,text
X1167,淨土生無生論註,1,明 正寂註,text
X1168,淨土生無生論親聞記,2,明 受教記,text
X1169,淨土生無生論會集,1,清 達默集,text
X1170,雲棲淨土彙語,1,清 虞執西．嚴培西同錄,text
X1171,淨土旨訣,1,清 道霑撰,text
X1172,淨土晨鐘,10,清 周克復纂,text
X1173,西歸直指,4,清 周夢顏彙集,text
X1174,淨土警語,1,清 行策著,text
X1175,起一心精進念佛七期規式,1,清 行策定,text
X1176,淨土全書,2,清 俞行敏重輯,text
X1177,角虎集,2,清 濟能纂輯,text
X1178,東海若解,1,清 實賢解,text
X1179,省菴法師語錄,2,清 彭際清重訂,text
X1180,重訂西方公據,2,清 彭際清集,text
X1181,念佛警策,2,清 彭際清纂,text
X1182,徹悟禪師語錄,2,清 了亮等集,text
X1183,淨業知津,1,清 悟開述,text
X1184,念佛百問,1,清 悟開著,text
X1185,徑中徑又徑,4,清 張師誠著,text
X1186,勸修淨土切要,1,清 真益願纂述,text
X1187,淨土隨學,2,清 古崑編,text
X1188,淨土必求,1,清 古崑集,text
X1189,淨土承恩集,1,清 芳慧編,text
X1190,念佛三昧,1,瑞聖歎註,text
X1191,西方確指,1,清 覺明菩薩說　常攝集,text
X1192,清珠集,1,清 治兆輯,text
X1193,蓮邦消息,1,清 妙空子述,text
X1194,淨土極信錄,1,清 戒香述,text
X1195,念佛起緣彌陀觀偈直解,1,清 張淵述,text
X1196,淨土證心集,3,清 卍蓮述,text
X1197,蓮宗必讀,1,清 古崑集,text
X1198,淨土神珠,1,清 古崑集,text
X1199,淨業痛策,1,清 照瑩集,text
X1200,時時好念佛,1,清 果能述,text
X1201,啟信雜說,1,清 周思仁輯,text
X1202,淨土紺珠,1,清 德真輯,text
X1203,修西輯要,1,清 信菴輯,text
X1204,蓮修起信錄,6,清 程兆鸞錄存,text
X1205,報恩論,2,清 沈善登述,text
X1206,持名四十八法,1,清 鄭韋庵述,text
X1207,蓮邦詩選,1,明 廣貴輯,text
X1208,唯心集,1,清 乘戒著,text
X1209,影響集,1,清 量海著,text
X1210,二林唱和詩,1,清 彭紹升集,text
X1211,觀河集節鈔,1,清 彭紹升著　弟子節鈔,text
X1212,測海集節鈔,1,清 彭紹升著　弟子節鈔,text
X1213,瓊樓吟稿節鈔,1,清 陶善著　弟子節鈔,text
X1214,蓮修必讀,1,清 觀如輯,text
X1215,普能嵩禪師淨土詩,1,清 德潤錄,text
X1216,淨土救生船詩,1,清 寬量集,text
X1217,菩提達磨大師略辨大乘入道四行觀,1,梁 菩提達磨說,text
X1218,達磨大師血脉論,1,梁 菩提達磨述,text
X1219,達磨大師悟性論,1,梁 菩提達磨述,text
X1220,達磨大師破相論,1,梁 菩提達磨述,text
X1222,修禪要訣,1,北天竺 覺愛略說　唐 明恂隨錄　慧智傳譯,text
X1223,頓悟入道要門論,1,唐 慧海撰,text
X1224,諸方門人參問語錄,1,唐 慧海撰,text
X1225,中華傳心地禪門師資承襲圖,1,唐 裴休問　宗密答,text
X1226,宗門十規論,1,唐 文益撰,text
X1229,定慧相資歌,1,宋 延壽撰,text
X1230,警世,1,宋 延壽撰,text
X1231,心賦注,4,宋 延壽述,text
X1232,智覺禪師自行錄,1,宋 文冲(重校編集),text
X1233,祇園正儀,1,宋 道楷撰,text
X1234,臨濟宗旨,1,宋 慧洪撰,text
X1235,智證傳,1,宋 慧洪撰　覺慈編,text
X1236,(重編)曹洞五位顯訣,3,宋 慧霞編　廣輝釋,text
X1237,寶鏡三昧本義,1,清 行策述,text
X1238,寶鏡三昧原宗辨謬說,1,清 淨訥述,text
X1239,溈山警策註,1,宋 守遂註,text
X1240,溈山警策句釋記,2,明 弘贊註　開詗記,text
X1241,證道歌註,1,宋 彥琪註,text
X1242,永嘉禪宗集註,2,明 傳燈重編並註,text
X1244,百丈清規證義記,9,清 儀潤證義,text
X1245,(重雕補註)禪苑清規,10,宋 宗賾集,text
X1246,入眾日用,1,宋 宗壽集,text
X1247,入眾須知,1,,text
X1248,幻住庵清規,1,元 明本著,text
X1249,叢林校定清規總要,2,宋 惟勉編次,text
X1250,禪林備用清規,10,元 弋咸編,text
X1251,叢林兩序須知,1,明 通容述,text
X1252,禪林疏語考證,4,明 元賢集,text
X1253,初學記,1,宋 清覺述　元 道安注,text
X1254,正行集,1,宋 清覺述,text
X1255,禪家龜鑑,1,朝鮮 退隱述,text
X1256,宗門玄鑑圖,1,明 虗一撰,text
X1257,博山禪警語,2,明 元來說　成正集,text
X1258,禪宗直指,1,明 石成金著,text
X1259,禪門鍛鍊說,1,明 戒顯著,text
X1260,列祖提綱錄,42,清 行悅集,text
X1261,祖庭事苑,8,宋 善卿編正,text
X1262,禪林寶訓音義,1,明 大建較,text
X1263,禪林寶訓合註,4,清 張文嘉較定　張文憲參閱,text
X1264,禪林寶訓拈頌,1,清 行盛著　超記錄,text
X1265,禪林寶訓順硃,4,清 德玉順硃,text
X1266,禪林寶訓筆說,3,清 智祥述,text
X1268,叢林公論,1,宋 惠彬述,text
X1269,十牛圖頌,1,宋 師遠述,text
X1270,十牛圖頌,1,明 胡文煥著,text
X1271,十牛圖和頌,1,"",text
X1276,禪門寶藏錄,3,高麗 天頙撰,text
X1277,高峰龍泉院因師集賢語錄,15,元 如瑛編,text
X1278,禪宗雜毒海,8,清 性音重編,text
X1279,五宗原,1,明 法藏著,text
X1280,闢妄救略說,10,明 圓悟著　真啟編,text
X1281,御製揀魔辨異錄,8,清 世宗皇帝製,text
X1282,五家宗旨纂要,3,清 性統編,text
X1283,宗範,2,清 錢伊庵編緝,text
X1285,慨古錄,1,明 圓澄著,text
X1286,祖庭鉗鎚錄,2,明 通容輯著,text
X1287,千松筆記,1,明 大韶著,text
X1288,萬法歸心錄,3,清 超溟著,text
X1289,禪宗指掌,1,清 行海述,text
X1290,觀心玄樞,1,宋 延壽撰,text
X1291,證道歌頌,1,宋 法泉繼頌,text
X1292,證道歌註,1,宋 知訥述,text
X1293,證道歌註,1,元 永盛述　德弘編,text
X1294,溈山警策註,1,明 大香註,text
X1295,禪宗頌古聯珠通集,40,宋 法應集　元 普會續集,text
X1296,宗門拈古彙集,45,清 淨符彙集,text
X1297,宗鑑法林,72,清 集雲堂編,text
X1298,禪門諸祖師偈頌,2,宋 子昇錄　如祐錄,text
X1299,禪林類聚,20,元 道泰集,text
X1301,佛果擊節錄,2,宋 重顯拈古　克勤擊節,text
X1302,焭絕老人天奇直註雪竇顯和尚頌古,2,明 本瑞直註　道霖．性福編集,text
X1303,林泉老人評唱投子青和尚頌古空谷集,6,宋 義青頌古　元 從倫評唱,text
X1304,林泉老人評唱丹霞淳禪師頌古虗堂集,6,宋 子淳頌古　元 從倫評唱,text
X1306,焭絕老人天奇直註天童覺和尚頌古,2,明 本瑞直註　性福編集,text
X1307,萬松老人評唱天童覺和尚拈古請益錄,2,宋 正覺拈古　元 行秀評唱,text
X1308,徑石滴乳集,5,清 真在編　機雲重續,text
X1309,正法眼藏,3,宋 宗杲集並著語,text
X1310,拈八方珠玉集,3,宋 祖慶重編,text
X1312,通玄百問,1,元 圓通設問　行秀仰答,text
X1313,青州百問,1,金 一辯問　覺答,text
X1314,古尊宿語錄目錄,1,日本 道忠編,text
X1315,古尊宿語錄,48,宋 賾藏主集,text
X1316,古尊宿語要目錄,1,日本 道忠編,text
X1317,續古尊宿語要目錄,1,日本 道忠編,text
X1318,續古尊宿語要,6,宋 師明集,text
X1319,御選語錄,19,清 世宗皇帝御選,text
X1320,四家語錄（序．引．跋）,1,,text
X1321,馬祖道一禪師廣錄（四家語錄卷一）,1,,text
X1322,百丈懷海禪師語錄（四家語錄卷二）,1,,text
X1323,百丈懷海禪師廣錄（四家語錄卷三）,1,,text
X1326,五家語錄（序）,1,明 圓信．郭凝之 編集,text
X1333,雪峰義存禪師語錄（真覺禪師語錄）,2,明 林弘衍編次,text
X1335,善慧大士語錄,4,唐 樓頴錄,text
X1336,龐居士語錄,3,唐 于頔編集,text
X1338,石霜楚圓禪師語錄,1,(小師)慧南重編,text
X1339,瑯琊慧覺禪師語錄（序）,1,(參學)用孫序,text
X1340,黃龍四家錄（序）,1,宋 秀人錢密序,text
X1342,雲菴克文禪師語錄（敘．疏．附錄）,1,,text
X1343,寶覺祖心禪師語錄（黃龍四家錄第二）,1,(侍者)子和錄　(門人)仲介重編,text
X1344,死心悟新禪師語錄（黃龍四家錄第三）,1,,text
X1345,超宗慧方禪師語錄（黃龍四家錄第四）,1,,text
X1346,雪峰慧空禪師語錄,1,(嗣法)慧弼編,text
X1347,長靈守卓禪師語錄,1,(嗣法)介諶編,text
X1348,雪菴從瑾禪師頌古,1,,text
X1350,保寧仁勇禪師語錄,1,(參學門人)道勝．圓淨 錄,text
X1351,白雲守端禪師語錄,2,,text
X1352,白雲守端禪師廣錄,4,(參學小師)處凝．智本．智華．法演 編集、海譚錄,text
X1353,開福道寧禪師語錄,2,(嗣法小師)善果集,text
X1354,月林師觀禪師語錄,1,(侍者)法寶．法璹．慶會．法清．有宗．惟珪．道果．慧開．德秀 編,text
X1355,無門慧開禪師語錄,2,(侍者)普敬．普通．了心．普禮．法孜．普巖．普覺．光祖．一見 錄,text
X1356,普菴印肅禪師語錄,3,,text
X1357,佛果克勤禪師心要,4,(嗣法)子文編,text
X1358,虎丘紹隆禪師語錄,1,(參學)嗣端 等編,text
X1359,應菴曇華禪師語錄,10,(嗣法)守詮 等編,text
X1360,瞎堂慧遠禪師廣錄,4,(參學)齊己．如本．祖淳．法慧 編,text
X1361,濟顛道濟禪師語錄,1,宋 沈孟柈敘述,text
X1362,普覺宗杲禪師語錄,2,(參學)法宏．道謙 編,text
X1363,西山亮禪師語錄,1,(侍者)覺心．志清 編,text
X1364,率菴梵琮禪師語錄,1,(小師)了見、(侍者)文郁．本空 編,text
X1365,北磵居簡禪師語錄,1,(參學)大觀編,text
X1366,物初大觀禪師語錄,1,(門人)德溥 等編校,text
X1367,笑隱大訢禪師語錄,4,(門人)延俊．慧曇．中孚．崇裕 等編,text
X1368,偃溪廣聞禪師語錄,2,(侍者門人)元清．淨志．普暉．元偉．光從．道鑑．道隆．惟實．妙高 編,text
X1369,大川普濟禪師語錄,1,(門人)元愷編,text
X1370,淮海原肇禪師語錄,1,(侍者門人)實仁．宗文．法奇．守愿．行佑．了元．善之．淨證．法從．紹熏．普璋．文煥．淨伏．慧行．文謙．正因．法恩．德紀．可能．持志．覺孫．惟康．宗和．如止．有智．慧雲．若舟 編,text
X1371,介石智朋禪師語錄,1,(參學侍者)正賢．宗坦．延輝．淨球．智瑾．志諶．祖誾 編,text
X1372,無文道燦禪師語錄,1,(小師)惟康編,text
X1374,龍源介清禪師語錄,1,(侍者)士洵．德高．懷珠 編,text
X1375,曹源道生禪師語錄,1,(侍者)道冲編,text
X1376,痴絕道冲禪師語錄,2,(嗣法門人)智沂．悟開．行彌．紹甄．智圓．元省．元樞 編,text
X1377,松源崇嶽禪師語錄,2,(參學)善開．光睦．普巖．師肇．道巖．了能 等錄,text
X1378,無明慧性禪師語錄,1,(侍者)妙儼．圓澄．妙全．道隆．圓照．法洪．唯道 編,text
X1379,運菴普巖禪師語錄,1,(侍者)元靖．智能．惟衍 編,text
X1381,破菴祖先禪師語錄,1,(參學)圓照等編,text
X1382,無準師範禪師語錄,5,(侍者)宗會．智折．覺圓．如海．妙倫．惟一．了禪．了心．普明．了南．紹曇．了覺．師坦．妙因．至慧 編,text
X1383,無準和尚奏對語錄,1,(侍者)了南．了垠 編,text
X1384,絕岸可湘禪師語錄,1,(嗣法門人)妙恩．正從．自永．守靜．慈證．宗永 等編,text
X1385,樵隱悟逸禪師語錄,2,(侍者)正定編,text
X1386,石田法薰禪師語錄,4,(門人)了覺．師坦 等編,text
X1387,劍關子益禪師語錄,1,(侍者)善珙．德修．慧澄．銳彰．心寧．慧恭 編,text
X1388,環溪惟一禪師語錄,2,(參學)覺此編,text
X1389,希叟紹曇禪師語錄,1,(侍者)自悟．了舜．妙恩．普和．惠洇．希革．彌紹．道信．宗壽．道亨 編,text
X1390,希叟紹曇禪師廣錄,7,(侍者)法澄．了舜．普和．希革．惠洇．彌紹．道亨．宗壽 編,text
X1391,西巖了慧禪師語錄,2,(門人侍者)修義．景元．宗清．繼燖．宗應 編,text
X1392,月磵禪師語錄,2,(嗣法)妙寅、(侍者)法嚴．德圓．覺靜．永仁．宗煥 等編,text
X1393,平石如砥禪師語錄,1,(嗣法門人)文才．子昶．了因．彌安．元勗．師楷．文斌．汝均．處林．雲岑 等編,text
X1394,斷橋妙倫禪師語錄,2,(侍者)文寶．善靖 編,text
X1395,方山文寶禪師語錄,1,(嗣法)先覩．祖燈 等錄　(法孫)機雲編,text
X1396,無見先覩禪師語錄,2,(嗣法門人)智度等編,text
X1397,雪巖祖欽禪師語錄,4,(嗣法門人)昭如．希陵 等編,text
X1398,海印昭如禪師語錄,1,(門人)行純．道彰．從心 集,text
X1399,石屋清洪禪師語錄,2,(參學門人)至柔等編,text
X1400,高峰原妙禪師語錄,2,(參學門人)編,text
X1401,高峰原妙禪師禪要,1,(侍者)持正錄　(參學)洪喬祖編,text
X1402,天目明本禪師雜錄,3,,text
X1403,天如惟則禪師語錄,9,(小師)善遇編,text
X1404,兀菴普寧禪師語錄,3,(侍者)淨韻．清澤．道昭．景用．禪了 編,text
X1405,石溪心月禪師語錄,3,(侍者)住顯．宗煥．祖定．宗茙．光玉．仁安．應儼．永珍．祖森 編,text
X1406,石溪心月禪師雜錄,1,,text
X1407,虛舟普度禪師語錄,1,(嗣法)淨伏、(門人)行佑．德珍．瓊林 等編,text
X1408,即休契了禪師拾遺集,1,日本 及藏主集錄,text
X1409,月江正印禪師語錄,3,(門人)居簡．妙心．大機．慧忠．可橖．祖安．具德．宗滿．自然．慧觀．壽椿．德粹．思敬．良圭．景行．本真．紹宗．文闡．寶生．文藻．自成 編,text
X1410,曇芳守忠禪師語錄,2,(嗣法)繼祖等編,text
X1411,橫川行珙禪師語錄,2,(門人)本光等編,text
X1412,古林清茂禪師語錄,5,(小師)元浩．清欲．應槐 編,text
X1413,古林清茂禪師拾遺偈頌,2,日本 海壽編次,text
X1414,了菴清欲禪師語錄,9,(參學)一志．元皓．可興．文康．祖運．志道．祖杲．得度．文煥．克明．宗成．宗胤．起宗．汝現．元寶．慧朗．景毅．大圓．海壽．祖灊 等編,text
X1415,穆菴文康禪師語錄,1,(嗣法參學)清逸．智辯．寶日 等編,text
X1416,恕中無慍禪師語錄,6,(嗣法參學)宗黼．道瑄．宗亘．居頂．惟寂．宗寄．慧浩．清歲 等編,text
X1417,了堂惟一禪師語錄,4,(門人)宗義．有端．思齊．思靜．妙淨．無我．文暐．雲澹．思謙．普莊．宗遠．思廉．文度．文朗 等編,text
X1418,呆菴普莊禪師語錄,8,(門人)慧啟．智粵．智勝．德琇．曇頓．道哲 等編,text
X1419,元叟行端禪師語錄,8,(門人)法林．曇噩．祖銘．梵琦 等編,text
X1420,楚石梵琦禪師語錄,20,(門人)祖光．文玹．曇紹．祖灊．景瓛．良彥．應訢．明遠．胤丘．文晟．正隆．善成．文斌．中端．正參 等編,text
X1421,愚菴智及禪師語錄,10,(門人)觀通．溥震．正除．希顏．忻悟．寶盈．至寶．慧鏡．護位．道彝 等編,text
X1422,南石文琇禪師語錄,4,(門人)宗謐．妙門．復初．廷璨．良玓 等編,text
X1423,投子義青禪師語錄,2,(傳法)自覺重編,text
X1424,投子義青禪師語錄,1,(嗣法)道楷編,text
X1425,丹霞子淳禪師語錄,2,(嗣法小師)慶預校勘,text
X1426,真歇清了禪師語錄,2,(侍者)德初．義初 等編,text
X1428,淨慈慧暉禪師語錄,6,(弟子)明總下語寄言、了廣編,text
X1431,雲外雲岫禪師語錄,1,(小師)士慘編,text
X1432,無明慧經禪師語錄,4,(嗣法)元賢重編,text
X1433,晦臺元鏡禪師語錄,1,(嗣法)道盛集,text
X1434,見如元謐禪師語錄,1,(門人)道璞集,text
